ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון
7290004122195,תנובה,תנובה,גוש חלב פרוס 200 %28 ו.מהדרין,ברקודים חדשים,
7290004122270,תנובה,תנובה,עמק פרוס בקופסא 200 גרם %28,ברקודים חדשים,
7290004122348,תנובה,תנובה,עמק לייט פרוס 200 גרם 9%,ברקודים חדשים,
7290004122560,תנובה,תנובה,פתיתי עמק 22% 500 גרם,ברקודים חדשים,
7290004122607,תנובה,תנובה,עמק לייט חריץ במשקל 9%,ברקודים חדשים,
7290004122676,תנובה,תנובה,פיראוס חמד לייט 5%  250 גרם,ברקודים חדשים,
7290004122683,תנובה,תנובה,אצבעות 28% חטיף גבינת עמק  172 גר,ברקודים חדשים,
7290004123284,תנובה,תנובה,גבינה לבנה תנובה 5% דלת נתרן 250גרם,ברקודים חדשים,
7290004125370,תנובה,תנובה,שמנת אורגינל 9% 200מל מהדרין,ברקודים חדשים,
7290004125400,תנובה,תנובה,אשל 4.5% 200מל מהדרין,ברקודים חדשים,
7290004125417,תנובה,תנובה,גיל 3% 200מל מהדרין,ברקודים חדשים,
7290004125455,תנובה,תנובה,שמנת אורגינל 15% 200מל מהדרין,ברקודים חדשים,
7290004125462,תנובה,תנובה,שמנת אורגינל 15% 500מל מהדרין,ברקודים חדשים,
7290004125509,תנובה,תנובה,שמנת אורגינל 15% חצי מנה,ברקודים חדשים,
7290004125738,תנובה,תנובה,שמנת מתוקה להקצפה32% 250מל עמיד השף הלבן,ברקודים חדשים,
7290004125776,תנובה,תנובה,עמק פרוס 28% 400 גרם בקופסא,ברקודים חדשים,
7290004126650,תנובה,תנובה,"גבינה צפתית 5% 1,200 גרם",ברקודים חדשים,
7290004126674,תנובה,תנובה,טל העמק לייט %9 200 גרם בקופסא,ברקודים חדשים,
7290004127077,תנובה,תנובה,קוטג תנובה 3% גביע 250 גרם מהדרין,ברקודים חדשים,
7290004127329,תנובה,תנובה,קוטג תנובה גביע 250 גרם %5 ו.מהדרין,ברקודים חדשים,
7290004127336,תנובה,תנובה,קוטג תנובה גביע 250 גרם %9 ו.מהדרין,ברקודים חדשים,
7290004127800,תנובה,תנובה,גבינה לבנה 5% 500 גרם מהדרין,ברקודים חדשים,
7290004127817,תנובה,תנובה,גבינה לבנה 9% 500 גרם מהדרין,ברקודים חדשים,
7290004127862,תנובה,תנובה,גבינה לבנה 5% 750 גרם מהדרין,ברקודים חדשים,
7290004127916,תנובה,תנובה,גבינה לבנה 0.5% 500 גרם בדצ,ברקודים חדשים,
7290004128340,תנובה,תנובה,קרם גבינת שמנת  %5 בטעם טבעי 200 גרם,ברקודים חדשים,
7290004128364,תנובה,תנובה,קרם גבינת שמנת 5%  עם זיתיםירוקים200גרם,ברקודים חדשים,
7290004128401,תנובה,תנובה,פטה כבשים במשקל פראוס 20% שומן,ברקודים חדשים,
7290004129545,תנובה,תנובה,גבינה לבנה 3% 250 גרם מהדרין,ברקודים חדשים,
7290004129767,תנובה,תנובה,יופלה לבן 3% מאגדת 8*150 גרם,ברקודים חדשים,
7290004130695,תנובה,תנובה,משקה אייס קפה תנובה בבקבוק 1ליטר,ברקודים חדשים,
7290004131050,תנובה,תנובה,חלב תנובה טרי בשקית 1ל %1 בדצ,ברקודים חדשים,
7290004131074,תנובה,תנובה,חלב תנובה טרי1ל קרטון 3% מהדרין,ברקודים חדשים,
7290004131081,תנובה,תנובה,חלב תנובה טרי שקית 1 ל 3% מהדרין,ברקודים חדשים,
7290004131227,תנובה,תנובה,גבינה לבנה 3% 500 גרם מהדרין,ברקודים חדשים,
7290004131531,תנובה,תנובה,שוקו תנובה בקבוק 1 ליטר,ברקודים חדשים,
7290004131814,תנובה,תנובה,פיראוס צפתית 5% מעודנת 200 גרם,ברקודים חדשים,
7290004132231,תנובה,תנובה,משקה חלב מיוחד לקפה 3% קרטון 0.8ל,ברקודים חדשים,
7290004132514,תנובה,תנובה,משקה בננה תנובה בבקבוק  1 ליטר,ברקודים חדשים,
7290004132712,תנובה,תנובה,חטיף אצבעות גבינת מוצרלה 172 גרם 20%,ברקודים חדשים,
7290004132903,תנובה,תנובה,גבינה לבנה 3% 250 גרם בדצ,ברקודים חדשים,
7290004133627,תנובה,תנובה,משקה חלב בטעם וניל 3% קרטון 1 ליטר,ברקודים חדשים,
7290004134983,תנובה,תנובה,עמק לייט פרוס 200 גרם 5%,ברקודים חדשים,
7290004136277,תנובה,תנובה,עמק 28% פרוס במשקל בדצ,ברקודים חדשים,
7290004136291,תנובה,תנובה,צפתית מעודנת 5% למעדניה,ברקודים חדשים,
7290004137311,תנובה,תנובה,עמק לייט פרוס 400 גרם 9%,ברקודים חדשים,
7290004230081,טיבון ויל,טיבון ויל,קציצו עוף ברוט עגב ש,ברקודים חדשים,
7290004230104,טיבון ויל,טיבון ויל,קציצו בקר ברוט עג שג,ברקודים חדשים,
7290004230265,טיבון ויל,טיבון ויל,שווארמ שגב תיבו מזרח,ברקודים חדשים,
7290004230272,טיבון ויל,טיבון ויל,שווארמה שגב תיבו עדי,ברקודים חדשים,
7290004267124,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,ממלאות,ברקודים חדשים,
7290004267209,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,לקפה,ברקודים חדשים,
7290004267216,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,ריבה,ברקודים חדשים,
7290004267261,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,טופז,ברקודים חדשים,
7290004267278,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,חיוך קטן,ברקודים חדשים,
7290004267285,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,כרמל,ברקודים חדשים,
7290004267636,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,לקפה,ברקודים חדשים,
7290004267650,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,ריבה,ברקודים חדשים,
7290004267667,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,ציפס,ברקודים חדשים,
7290004267759,ברמן עוגיות ושוקולד,ברמן עוגיות ושוקולד,מפנקות,ברקודים חדשים,
7290004323127,טיבון ויל,טיבון ויל,קציצות עוף מטוגן,ברקודים חדשים,
7290004323141,טיבון ויל,טיבון ויל,קציצות בקר חלק ריאה,ברקודים חדשים,
7290004323363,טיבון ויל,טיבון ויל,מרגז תפזורת,ברקודים חדשים,
7290004323882,טיבון ויל,טיבון ויל,טחון הודו אדום 500 ג,ברקודים חדשים,
7290004323967,טיבון ויל,טיבון ויל,שניצל אמריקאי 700 גר,ברקודים חדשים,
7290004323974,טיבון ויל,טיבון ויל,טבעות עוף 700 גרם,ברקודים חדשים,
7290004323998,טיבון ויל,טיבון ויל,שניצלוני עוף 700 גרם,ברקודים חדשים,
7290004324568,טיבון ויל,טיבון ויל,קציצ בק חלק ריאה מבו,ברקודים חדשים,
7290004324858,טיבון ויל,טיבון ויל,קבב כבש 500 גרם,ברקודים חדשים,
7290004329563,בלדי,בני ציון,קבב ביתי קפוא 500גר'/12יח',ברקודים חדשים,מסמן בפועל
7290004375614,DPL,מפיץ נאופרם,מגבון תולי בודד 72,ברקודים חדשים,
7290004423353,מבשלות בירה ישראליות,פריגת,תפוחים בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,
7290004423353,מבשלות בירה ישראליות,פריגת,"תפוחים בק' פט 1.5 12 קרטון-כשל""פ",ברקודים חדשים,
7290004492274,יוניליוור,בייגל בייגל,בייגל בייגל בייגלה מלח 400 גרם,ברקודים חדשים,מסמן בפועל
7290004492274,יוניליוור,בייגל בייגל,בייגל בייגל בייגלה מלח 400 גרם,ברקודים חדשים,מסמן בפועל
7290004492342,יוניליוור,בייגל בייגל,קוקטייל מלוח 350גר,ברקודים חדשים,מסמן בפועל
7290004492755,יוניליוור,בייגל בייגל,"נשנושים תפו""א בצל 300גר",ברקודים חדשים,מסמן בפועל
7290004492762,יוניליוור,בייגל בייגל,נשנושים תירס 325גר,ברקודים חדשים,מסמן בפועל
7290004492779,יוניליוור,בייגל בייגל,נשנושים זעתר 300גר,ברקודים חדשים,מסמן בפועל
7290004492793,יוניליוור,בייגל בייגל,נשנושים 6 דגנים 325גר,ברקודים חדשים,מסמן בפועל
7290004492816,יוניליוור,בייגל בייגל,נשנושים עגול מלוח 350גר,ברקודים חדשים,מסמן בפועל
7290004492823,יוניליוור,בייגל בייגל,נשנושים משולש שומשום 350גר,ברקודים חדשים,מסמן בפועל
7290004492823,יוניליוור,בייגל בייגל,נשנושים משולש שומשום 350גר,ברקודים חדשים,מסמן בפועל
7290004554231,יוניליוור,קורנטו,"קורנטו סופר עוגיות 190 מ""ל",ברקודים חדשים,
7290004554330,יוניליוור,אסקימו,"אסקימו דובדבן 80 מ""ל",ברקודים חדשים,
7290004554330,יוניליוור,אסקימו,"אסקימו דובדבן 80 מ""ל",ברקודים חדשים,
7290004554354,יוניליוור,פנטסיה,ויאנטה פנטזיה וניל שוקו 1.1 ל',ברקודים חדשים,
7290004554354,יוניליוור,פנטסיה,ויאנטה פנטזיה וניל שוקו 1.1 ל',ברקודים חדשים,
7290004554422,יוניליוור,קורנטו,"קורנטו סופר פקאנים 190 מ""ל",ברקודים חדשים,
7290004554514,יוניליוור,מגנום,"מגנום חוף השנהב 120 מ""ל",ברקודים חדשים,
7290004554613,יוניליוור,שטראוס,"שטראוס שוקובו שוקולד לבן 110 מ""ל",ברקודים חדשים,
7290004554781,יוניליוור,אסקימו,"אסקימו לימון 80 מ""ל",ברקודים חדשים,
7290004554781,יוניליוור,אסקימו,"אסקימו לימון 80 מ""ל",ברקודים חדשים,
7290004554798,יוניליוור,מקס,מקס מטרה 133 מל,ברקודים חדשים,
7290004554798,יוניליוור,מקס,מקס מטרה 133 מל,ברקודים חדשים,
7290004554903,יוניליוור,פנטסיה,ויאנטה פנטזיה וניל שוקו פרווה 1.1 ל',ברקודים חדשים,
7290004554903,יוניליוור,פנטסיה,ויאנטה פנטזיה וניל שוקו פרווה 1.1 ל',ברקודים חדשים,
7290004554958,יוניליוור,מקס,"מקס פרוטי 84 מ""ל",ברקודים חדשים,
7290004554958,יוניליוור,מקס,"מקס פרוטי 84 מ""ל",ברקודים חדשים,
7290004584306,שטראוס,מחלבה,4 גמדים תות בננה,ברקודים חדשים,
7290004584351,שטראוס,מחלבה,סימפ' החמישית,ברקודים חדשים,
7290004584528,שטראוס,מחלבה,דנונה ביו  1.7% 200 גרם,ברקודים חדשים,
7290004585907,שטראוס,מחלבה,דני וניל,ברקודים חדשים,
7290004585907,שטראוס,מחלבה,דני וניל ייעודי,ברקודים חדשים,
7290004658618,יקבי כרמל,יקבי כרמל,תירוש לבן 1 ל',ברקודים חדשים,
7290004658625,יקבי כרמל,יקבי כרמל,תירוש אדום 1 ל,ברקודים חדשים,
7290004658809,יקבי כרמל,יקבי כרמל,קדמון,ברקודים חדשים,
7290004658946,יקבי כרמל,יקבי כרמל,שרדונה,ברקודים חדשים,
7290004658953,יקבי כרמל,יקבי כרמל,סוביניון בלאן,ברקודים חדשים,
7290004658960,יקבי כרמל,יקבי כרמל,אמרלד ריזלינג,ברקודים חדשים,
7290004685010,א. ברמן,ברמן,הארץ שיפון קל 100%,ברקודים חדשים,
7290004685027,א. ברמן,ברמן,הארץ קל מחיטה מלאה,ברקודים חדשים,
7290004685041,א. ברמן,ברמן,הארץ מחיטה מלאה,ברקודים חדשים,
7290004685089,א. ברמן,ברמן,הארץ חמניות,ברקודים חדשים,
7290004685126,א. ברמן,ברמן,הארץ 5 דגנים,ברקודים חדשים,
7290004685133,א. ברמן,ברמן,הארץ קל,ברקודים חדשים,
7290004685140,א. ברמן,ברמן,הארץ שיפון 60%,ברקודים חדשים,
