ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון
7290011438487,יטבתה,יטבתה,מילקשייק וניל עם סירופ שוקולד,ברקודים חדשים,
7290011442941,קומפלקס כימיקליים,קומפלקס כימיקליים,"MAXIאל סבון נוזלי שלישייה 500 מ""ל",ברקודים חדשים,
7290011447014,אסם,אסם,מטרנה דייסת סלט פירות פרוביוטיקה 12*200ג,ברקודים חדשים,
7290011447069,אסם,אסם,מטרנה טו גו מהדרין שלב 1 10*135גרם,ברקודים חדשים,
7290011447076,אסם,אסם,מטרנה טו גו מהדרין שלב 2 10*135גרם,ברקודים חדשים,
7290011447120,אסם,אסם,מטרנה מהדרין 12*700גרם,ברקודים חדשים,
7290011447267,אסם,אסם,מטרנה חלבי חיסכון שלב 1 12*700גרם,ברקודים חדשים,
7290011447281,אסם,אסם,מטרנה חלבי שלב 2 חיסכון 12*700גרם,ברקודים חדשים,
7290011447304,אסם,אסם,מטרנה חלבי שלב 3 חיסכון 12*700גרם,ברקודים חדשים,
7290011447359,אסם,אסם,מטרנה מהדרין שלב 1 חיסכון 12*700גרם,ברקודים חדשים,
7290011447373,אסם,אסם,מטרנה מהדרין שלב 2 חיסכון 12*700גרם,ברקודים חדשים,
7290011447748,ביופט,"לה-קט - משווק ע""י דיפלומט","סופר-קט 3 ק""ג בטעם אוקיאנוס וטונה",ברקודים חדשים,
7290011447908,ביופט,"לה-קט - משווק ע""י דיפלומט","סופר-קט 3 ק""ג בטעם עוף כבד",ברקודים חדשים,
7290011447946,ביופט,"בוזנו - משווק ע""י דיפלומט","בונזו גזע גדול 12 ק""ג ",ברקודים חדשים,
7290011486693,"כרמית תעשיות ממתקים בע""מ","כרמית תעשיות ממתקים בע""מ",מרשמלו מהדרין ורוד לבן 30ג'48X בקרטון,ברקודים חדשים,מסמן על אריזות
7290011515683,אסם,אסם,אקסטרים טילון וניל בדצ מאח.5 6*72גרם,ברקודים חדשים,
7290011518561,שטראוס,מחלבה,אקטימל 14 תות,ברקודים חדשים,
7290011524098,פרי גליל,ויטה-2,ריבה דובד. 680ויטה,ברקודים חדשים,מסמן על רב המוצרים
7290011524098,פרי גליל,ויטה-2,ריבה דובד. 680ויטה כשלפ,ברקודים חדשים,מסמן על רב המוצרים
7290011524104,פרי גליל,ויטה-2,ריבה מעורבת 680ויטה,ברקודים חדשים,מסמן על רב המוצרים
7290011524104,פרי גליל,ויטה-2,ריבה מעורבת 680ויטה כשלפ,ברקודים חדשים,מסמן על רב המוצרים
7290011524111,פרי גליל,ויטה-2,ריבה תפוז 680ויטה,ברקודים חדשים,מסמן על רב המוצרים
7290011524111,פרי גליל,ויטה-2,ריבה תפוז 680ויטה כשלפ,ברקודים חדשים,מסמן על רב המוצרים
7290011524128,פרי גליל,ויטה-2,ריבה משמש 680ויטה,ברקודים חדשים,מסמן על רב המוצרים
7290011524128,פרי גליל,ויטה-2,ריבה משמש 680ויטה כשלפ,ברקודים חדשים,מסמן על רב המוצרים
7290011524135,פרי גליל,ויטה-2,ריבה תות 680ויטה,ברקודים חדשים,מסמן על רב המוצרים
7290011524135,פרי גליל,ויטה-2,ריבה תות 680ויטה כשלפ,ברקודים חדשים,מסמן על רב המוצרים
7290011524425,פרי גליל,ויטה-2,ריבת שזיפים 680ויטה,ברקודים חדשים,מסמן על רב המוצרים
7290011524425,פרי גליל,ויטה-2,ריבת שזיפים 680ויטה כשלפ,ברקודים חדשים,מסמן על רב המוצרים
7290011524548,פרי גליל,פרי הגליל-1,חומוס 800פג,ברקודים חדשים,מסמן על רב המוצרים
7290011524555,פרי גליל,פרי הגליל-1,שע.לבנה 800פג - רבנות,ברקודים חדשים,מסמן על רב המוצרים
7290011524951,פרי גליל,20-GREEN @ FRESH,פולי סויה 450פג,ברקודים חדשים,מסמן על רב המוצרים
7290011524968,פרי גליל,20-GREEN @ FRESH,פולי סויה 1קג פג,ברקודים חדשים,מסמן על רב המוצרים
7290011593001,סבא חביב,סבא חביב,"שמן זית בלדי 500 מ""ל",ברקודים חדשים,מסמן בפועל
7290011593049,סבא חביב,סבא חביב,"שמן זית בלדי 250 מ""ל",ברקודים חדשים,מסמן בפועל
7290011593049,סבא חביב,סבא חביב,"שמן זית בלדי 250 מ""ל",ברקודים חדשים,מסמן בפועל
7290011593087,סבא חביב,סבא חביב,"שמן זית בלדי 750 מ""ל",ברקודים חדשים,מסמן בפועל
7290011593391,סבא חביב,סבא חביב,שמן זית בלדי 4 ליטר פח,ברקודים חדשים,מסמן בפועל
7290011593605,סבא חביב,סבא חביב,השמן של המשפחה 750 מל',ברקודים חדשים,מסמן בפועל
7290011593698,סבא חביב,סבא חביב,שמן זית ברנע 750 מל',ברקודים חדשים,מסמן בפועל
7290011593704,סבא חביב,סבא חביב,שמן זית סורי 750 מל',ברקודים חדשים,מסמן בפועל
7290011593711,סבא חביב,סבא חביב,שמן זית קורונייקי 750 מל',ברקודים חדשים,מסמן בפועל
7290011593742,סבא חביב,סבא חביב,שמן זית פיקואל 750 מל',ברקודים חדשים,מסמן בפועל
7290011593834,סבא חביב,סבא חביב,זית סורי ירוק מבוקע 300 גרם,ברקודים חדשים,מסמן בפועל
7290011593896,סבא חביב,סבא חביב,זית בלדי 300 גרם,ברקודים חדשים,מסמן בפועל
7290011598211,סנו,סנו,"סנו אנטי קאלק מרסס 750מ""ל",ברקודים חדשים,
7290011708511,המברשת רוחמה,המברשת רוחמה,דלי מגבונים לרצפה 50 יחידות,ברקודים חדשים,
7290011773090,עיסא ערטול,עיסא ערטול,אמה דלי 16 קג,ברקודים חדשים,
7290011800642,אסם,אסם,צבר מטבוחה מרוקאית 6*400גרם,ברקודים חדשים,
7290011800703,אסם,אסם,צבר פלפלים מרוקאים 6*400גרם,ברקודים חדשים,
7290011800826,אסם,אסם,צבר חציל בטחינה רפי 6*400גרם,ברקודים חדשים,
7290011800840,אסם,אסם,צבר טחינה בלאדי 6*400 גרם,ברקודים חדשים,
7290011800864,אסם,אסם,צבר חציל בלאדי 6*400גרם,ברקודים חדשים,
7290011810146,סלטי שמיר,סלטי שמיר,מטבוחה ביתית 250גרם,ברקודים חדשים,
7290011810153,סלטי שמיר,סלטי שמיר,כרוב אדום 250גרם,ברקודים חדשים,
7290011810191,סלטי שמיר,סלטי שמיר,חומוס דרוזי 500גרם,ברקודים חדשים,
7290011810252,סלטי שמיר,סלטי שמיר,חציל במיונז ביתי 250גרם,ברקודים חדשים,
7290011810634,סלטי שמיר,סלטי שמיר,חציל בטחינה מסעדות 250גרם,ברקודים חדשים,
7290011810726,סלטי שמיר,סלטי שמיר,חומוס אבו גוש עם חריף 250גרם,ברקודים חדשים,
7290011830830,סנקי,השדה,צ'יקי מאנקי 20 גרם,ברקודים חדשים,
7290011860271,תפוגן,תפוגן,ביסבול טבעי 700 גרם,ברקודים חדשים,
7290011860301,תפוגן,תפוגן,ביסבול תירס 700 גרם,ברקודים חדשים,
7290011860325,תפוגן,תפוגן,ביסבול בצל 700 גרם,ברקודים חדשים,
7290011889289,יוניליוור,אסקימו,"אסקימו משמש אננס 80 מ""ל",ברקודים חדשים,
7290011889289,יוניליוור,אסקימו,"אסקימו משמש אננס 80 מ""ל",ברקודים חדשים,
7290011889326,יוניליוור,שטראוס,"שטראוס יחידתי מגזר 100 מ""ל",ברקודים חדשים,
7290011889326,יוניליוור,שטראוס,"שטראוס יחידתי מגזר 100 מ""ל",ברקודים חדשים,
7290011889418,יוניליוור,שטראוס,"שטראוס מאגדת לייט וניל רב""ח 354 מ""ל",ברקודים חדשים,
7290011889524,יוניליוור,שטראוס,"שטראוס מצופה שוקו בננה 86 מ""ל",ברקודים חדשים,
7290011889524,יוניליוור,שטראוס,"שטראוס מצופה שוקו בננה 86 מ""ל",ברקודים חדשים,
7290011889630,יוניליוור,מגנום,"מגנום גולד 120 מ""ל",ברקודים חדשים,
7290011889715,יוניליוור,שטראוס,שטראוס מיקס יוגורט 5 ל',ברקודים חדשים,
7290011889869,יוניליוור,שטראוס,שטראוס אחמ עוגיות צ'יפ פרווה 2 ל',ברקודים חדשים,
7290011920647,קליר,קליר,נוזל רצפות פריחת גן עדן 4 ל' 1/6 קל,ברקודים חדשים,
7290011931155,ביסקול,מפיץ נאופרם,"BISCOL אזורה אלסבון 750 מ""ל בודד",ברקודים חדשים,
7290011931162,ביסקול,מפיץ שטראוס,"סוכרזית סוכרלוז נוזלי 220 מ""ל (גרפיקה מנוקדת)",ברקודים חדשים,מסמן בפועל
7290011931179,ביסקול,מפיץ נאופרם,"BISCOL אזורה שמפו 750 מ""ל בודד",ברקודים חדשים,
7290011931186,ביסקול,מפיץ נאופרם,"BISCOL אזורה מרכך 750 מ""ל בודד",ברקודים חדשים,
7290011931193,ביסקול,מפיץ שטראוס,סוכרזית סוכרלוז כפית לכפית 100 גר' (גרפיקה מנוקדת),ברקודים חדשים,מסמן בפועל
7290011931865,ביסקול,מפיץ נאופרם,BISCOL 09 אזורה משחה לתינוק,ברקודים חדשים,
7290011959692,אסם,אסם,נסטלה ביסקולידה ביג בדצ 36*72גרם,ברקודים חדשים,
7290011971618,מילוז,הרדוף,רסק עגבניות 330X2 אורגני,ברקודים חדשים,
7290011971632,מילוז,הרדוף,עגבניות מרוסקות 300X2 אורגני,ברקודים חדשים,
7290011993009,סלטי מיקי,סלטי מיקי,טחינה לבנה,ברקודים חדשים,
7290011993016,סלטי מיקי,סלטי מיקי,חציל תאילנדי,ברקודים חדשים,
7290011993023,סלטי מיקי,סלטי מיקי,גזר מרוקאי,ברקודים חדשים,
7290011993030,סלטי מיקי,סלטי מיקי,חציל על האש במיונז,ברקודים חדשים,
7290011993047,סלטי מיקי,סלטי מיקי,סלט טורקי,ברקודים חדשים,
7290011993054,סלטי מיקי,סלטי מיקי,חומוס מסעדות,ברקודים חדשים,
7290011993078,סלטי מיקי,סלטי מיקי,קוביות חציל בטחינה,ברקודים חדשים,
7290011993092,סלטי מיקי,סלטי מיקי,חציל על האש,ברקודים חדשים,
7290011993108,סלטי מיקי,סלטי מיקי,חציל פיקנטי,ברקודים חדשים,
7290011993115,סלטי מיקי,סלטי מיקי,חציל בטעם כבד,ברקודים חדשים,
7290011993160,סלטי מיקי,סלטי מיקי,סלט ביצים,ברקודים חדשים,
7290011993184,סלטי מיקי,סלטי מיקי,סלט טונה בירקות,ברקודים חדשים,
7290011993207,סלטי מיקי,סלטי מיקי,טונה פריקסה,ברקודים חדשים,
7290012025013,סלטי שמיר,סלטי שמיר,איקרא לבנה מיוחדת 250גרם פרימיום,ברקודים חדשים,
7290012025020,סלטי שמיר,סלטי שמיר,איקרא אדומה מיוחדת 250גרם פרימיום,ברקודים חדשים,
7290012025457,סלטי שמיר,סלטי שמיר,כרוב אדום 625גרם,ברקודים חדשים,
7290012025822,סלטי שמיר,סלטי שמיר,סלק אסלי 400גרם,ברקודים חדשים,
7290012025839,סלטי שמיר,סלטי שמיר,מטבוחה אסלי 400גרם,ברקודים חדשים,
7290012052163,רפאלוס,רפאלוס,גרנולה רפאל - אגוזים זרעים ופירות,ברקודים חדשים,מסמן בפועל
7290012052170,רפאלוס,רפאלוס,גרנולה רפאל - ללא סוכר אגוזים ופירות,ברקודים חדשים,מסמן בפועל
7290012052194,רפאלוס,רפאלוס,גרנולה רפאל - פירות יער וקשיו,ברקודים חדשים,מסמן בפועל
7290012052200,רפאלוס,רפאלוס,גרנולה רפאל - אגוזים זרעים ופירות,ברקודים חדשים,מסמן בפועל
7290012052217,רפאלוס,רפאלוס,גרנולה רפאל - ללא סוכר אגוזים ופירות,ברקודים חדשים,מסמן בפועל
7290012052224,רפאלוס,רפאלוס,גרנולה רפאל - חלבה תמרים ושקדים,ברקודים חדשים,מסמן בפועל
7290012052231,רפאלוס,רפאלוס,גרנולה רפאל - פירות יער וקשיו,ברקודים חדשים,מסמן בפועל
7290012052309,רפאלוס,רפאלוס,גרנולה תענוג - בננה צימוק שקד,ברקודים חדשים,מסמן בפועל
7290012052316,רפאלוס,רפאלוס,גרנולה תענוג - שפע פירות,ברקודים חדשים,מסמן בפועל
7290012052323,רפאלוס,רפאלוס,תענוג מוזלי מיקס לא קלוי,ברקודים חדשים,מסמן בפועל
7290012052330,רפאלוס,רפאלוס,גרנולה תענוג - חלבה,ברקודים חדשים,מסמן בפועל
7290012052347,רפאלוס,רפאלוס,תענוג - ללא תוספת סוכר - צימוקים ושקדים,ברקודים חדשים,מסמן בפועל
7290012052354,רפאלוס,רפאלוס,גרנולה רפאל - שוקולד ואגוזי לוז,ברקודים חדשים,מסמן בפועל
7290012052361,רפאלוס,רפאלוס,גרנולה רפאל - מוזלי,ברקודים חדשים,מסמן בפועל
7290012052385,רפאלוס,רפאלוס,גרנולה רפאל - מוזלי,ברקודים חדשים,מסמן בפועל
7290012052460,רפאלוס,רפאלוס,צ'וקולומומו - מיקס זרעים לסלט - אורגינל,ברקודים חדשים,מסמן בפועל
7290012052477,רפאלוס,רפאלוס,צ'וקולומומו - מיקס זרעים לסלט - עשבי תיבול,ברקודים חדשים,מסמן בפועל
7290012052484,רפאלוס,רפאלוס,פוזיטיב פ. יער ואגוזים שישיה,ברקודים חדשים,מסמן בפועל
7290012052491,רפאלוס,רפאלוס,פוזיטיב חלבה תמר שקד שישיה,ברקודים חדשים,מסמן בפועל
7290012052507,רפאלוס,רפאלוס,פוזיטיב שוקולד שישיה,ברקודים חדשים,מסמן בפועל
7290012052552,רפאלוס,רפאלוס,ריבועי תענוג - בוטנים וחמוציות ללא תוספת סוכר,ברקודים חדשים,מסמן בפועל
7290012052576,רפאלוס,רפאלוס,ריבועי תענוג - קוקוס שברי קקאו ללא תוספת סוכר,ברקודים חדשים,מסמן בפועל
7290012052590,רפאלוס,רפאלוס,ריבועי תענוג - שומשום וציה ללא תוספת סוכר,ברקודים חדשים,מסמן בפועל
7290012052613,רפאלוס,רפאלוס,פוזיטיב מיקס שישיה,ברקודים חדשים,מסמן בפועל
7290012052682,רפאלוס,רפאלוס,פתיתי שיבולת שועל עבה,ברקודים חדשים,מסמן בפועל
7290012052699,רפאלוס,רפאלוס,פתיתי שיבולת שועל דק,ברקודים חדשים,מסמן בפועל
7290012052729,רפאלוס,רפאלוס,פתיתי כוסמין,ברקודים חדשים,מסמן בפועל
7290012052743,רפאלוס,רפאלוס,פתיתי שיפון,ברקודים חדשים,מסמן בפועל
7290012052798,רפאלוס,רפאלוס,"צוקלומומו מוסדי - שקית 1 ק""ג",ברקודים חדשים,מסמן בפועל
7290012052880,רפאלוס,רפאלוס,7 דגנים - חטיף חלבה 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052897,רפאלוס,רפאלוס,7 דגנים - חטיף שוקולד 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052903,רפאלוס,רפאלוס,7 דגנים - חטיף מיקס פירות 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052910,רפאלוס,רפאלוס,7 דגנים - חטיף תפוח קינמון 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052927,רפאלוס,רפאלוס,כח דגנים - חטיף שוקו שוקו 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052934,רפאלוס,רפאלוס,כח דגנים - חטיף תות 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052941,רפאלוס,רפאלוס,כח דגנים - חטיף בננה 7 יח' 140 גר',ברקודים חדשים,מסמן בפועל
7290012052958,רפאלוס,רפאלוס,7 דגנים - חלבה 20 גרם,ברקודים חדשים,מסמן בפועל
7290012052965,רפאלוס,רפאלוס,7 דגנים - שוקולד 20 גרם,ברקודים חדשים,מסמן בפועל
7290012052972,רפאלוס,רפאלוס,7 דגנים - פירות 20 גרם,ברקודים חדשים,מסמן בפועל
7290012052989,רפאלוס,רפאלוס,7 דגנים - תפוח קינמון 20 גרם,ברקודים חדשים,מסמן בפועל
7290012117534,סנו,סנו,סנו מקסימה מרכך כביסה מרוכז 1 ליטר,ברקודים חדשים,
7290012139208,אסם,אסם,מטרנה אקסטרה קייר שלב 1 12*400גרם-חדש,ברקודים חדשים,
7290012139291,אסם,אסם,מטרנה אקסטרה קר טו גו שלב 1 10*135ג-חדש,ברקודים חדשים,
7290012139338,אסם,אסם,מטרנה אקסטרה קר טו גו שלב 2 10*135גרם,ברקודים חדשים,
7290012192326,או - שמונה בייבי,או - שמונה בייבי,"תחליב גוף לתינוק 200 מ""ל",ברקודים חדשים,
7290012413179,ויסוצקי,ויסוצקי,ארל גריי מעודן בטעם ברגמוט 100/1.5ללא מעטפה,ברקודים חדשים,
7290012413612,ויסוצקי,ויסוצקי,תה ירוק חמוציות T.Tשמינייה,ברקודים חדשים,
7290012413636,ויסוצקי,ויסוצקי,תה ירוק צ'אי T.Tשמינייה,ברקודים חדשים,
7290012413643,ויסוצקי,ויסוצקי,תה ירוק קמומיל T.Tשמינייה,ברקודים חדשים,
7290012413698,ויסוצקי,ויסוצקי,"חליטת דובדבנים ""הגן הקסום""",ברקודים חדשים,
7290012413704,ויסוצקי,ויסוצקי,"חליטת לימון ודבש ""הגן הקסום""",ברקודים חדשים,
7290012413919,ויסוצקי,ויסוצקי,תה ירוק תות,ברקודים חדשים,
7290012454110,מיה מוצרי מזון,מיה מוצרי מזון,מארז פופסים ברבקיו 35גר',ברקודים חדשים,
7290012454127,מיה מוצרי מזון,מיה מוצרי מזון,מארז פופסים פיקנטי 35גר',ברקודים חדשים,
7290012454134,מיה מוצרי מזון,מיה מוצרי מזון,מארז פופסים פיצה 35גרם,ברקודים חדשים,
7290012454141,מיה מוצרי מזון,מיה מוצרי מזון,מארז פופסים בצל 35גרם,ברקודים חדשים,
7290012454172,מיה מוצרי מזון,מיה מוצרי מזון,סוכריות יוגורט תות ללא סוכ,ברקודים חדשים,מסמן על אריזות
7290012454189,מיה מוצרי מזון,מיה מוצרי מזון,סוכריות יוגורט אפרסק ללא ס,ברקודים חדשים,מסמן על אריזות
7290012454196,מיה מוצרי מזון,מיה מוצרי מזון,סוכריות קפוצ'ינו ללא סוכר,ברקודים חדשים,מסמן על אריזות
7290012454202,מיה מוצרי מזון,מיה מוצרי מזון,סוכריות ריבת חלב ללא סוכר,ברקודים חדשים,מסמן על אריזות
7290012454264,מיה מוצרי מזון,מיה מוצרי מזון,תמר מג'הול 400גרם,ברקודים חדשים,מסמן על אריזות
7290012454561,מיה מוצרי מזון,מיה מוצרי מזון,קישוט לעוגה חום בצנצנת,ברקודים חדשים,מסמן על אריזות
7290012454578,מיה מוצרי מזון,מיה מוצרי מזון,קישוט לעוגה לבן צנצנת,ברקודים חדשים,מסמן על אריזות
7290012454592,מיה מוצרי מזון,מיה מוצרי מזון,סוכריות דבש לימון ללא סוכר,ברקודים חדשים,מסמן על אריזות
7290012454608,מיה מוצרי מזון,מיה מוצרי מזון,תן צ'אפ גלגלים 50גרם,ברקודים חדשים,
7290012454646,מיה מוצרי מזון,מיה מוצרי מזון,מארז פופסים פלאפל 35גרם,ברקודים חדשים,
7290012454936,מיה מוצרי מזון,מיה מוצרי מזון,סילאן 720גרם,ברקודים חדשים,מסמן על אריזות
7290012522581,אסם,אסם,טבעול שניצל תירס ללא גלוטן 6*664גרם,ברקודים חדשים,
7290012522734,אסם,אסם,טבעול טחון מן הצומח משופר 12*400גרם,ברקודים חדשים,
7290012522789,אסם,אסם,טבעול שניצל ברוקולי 99 קלוריות 6*630גרם,ברקודים חדשים,
7290012525452,אסם,אסם,אקסטרים טילון שוקו וניל בדצ 24*70גרם-חדש,ברקודים חדשים,
7290012525681,אסם,אסם,רולר בדצ 28*83גרם,ברקודים חדשים,
7290012545771,קליר,קליר,נוזל כלים עומד צהוב 750 1/12 קלין,ברקודים חדשים,
7290012545788,קליר,קליר,נוזל כלים עומד ירוק 750 1/12 קלין,ברקודים חדשים,
7290012576348,טמפו,ספיישל רזרב,"ספיישל רזרב שרדונה 750 מ""ל",ברקודים חדשים,
7290012576355,טמפו,ספיישל רזרב,"ספיישל רזרב פטי ורדו 750 מ""ל",ברקודים חדשים,
7290012576362,טמפו,ספיישל רזרב,"ספיישל רזרב קברנה סוביניון 750 מ""ל",ברקודים חדשים,
7290012576379,טמפו,ספיישל רזרב,"ספיישל רזרב מרלו 750 מ""ל",ברקודים חדשים,
7290012576386,טמפו,ספיישל רזרב,"ספיישל רזרב פינוטאז' 750 מ""ל",ברקודים חדשים,
7290012576393,טמפו,ספיישל רזרב,"ספיישל רזרב שיראז 750 מ""ל",ברקודים חדשים,
7290012576409,טמפו,ספיישל רזרב,"ספיישל רזרב סוביניון בלאן 750 מ""ל",ברקודים חדשים,
7290012576416,טמפו,רזרב,"רזרב מלבק 750 מ""ל",ברקודים חדשים,
7290012576423,טמפו,ספיישל רזרב,"ספיישל רזרב גוורצטרמינר 750 מ""ל",ברקודים חדשים,
7290012576430,טמפו,ספיישל רזרב,"ספיישל רזרב ויונייה 750  מ""ל",ברקודים חדשים,
7290012576591,טמפו,רזרב,"גוורצטרמינר רזרב 750  מ""ל",ברקודים חדשים,
7290012576607,טמפו,פרמייר,"פרמייר קברנה סוביניון אדום 750 מ""ל",ברקודים חדשים,
7290012576614,טמפו,פרמייר,"פרמייר אמרלד ריזלינג לבן 750 מ""ל",ברקודים חדשים,
7290012697081,ביסקול,מפיץ שטראוס,סוכרזית סטיוויה 100 שקיות (גרפיקה מנוקדת)- אריתריטול,ברקודים חדשים,מסמן בפועל
7290012697234,ביסקול,מפיץ שטראוס,סוכרזית סטיוויה 75 טב' (גרפיקה מנוקדת),ברקודים חדשים,מסמן בפועל
7290012697241,ביסקול,מפיץ שטראוס,"סוכרזית סטיוויה נוזלי 220 מ""ל (גרפיקה מנוקדת)",ברקודים חדשים,מסמן בפועל
7290012697302,ביסקול,מפיץ נאופרם,BISCOL 450 קרם לחות שיער מתולתל,ברקודים חדשים,
7290012697388,ביסקול,מפיץ שטראוס,סוכרזית סטיוויה כפית לכפית 100 גר' (גרפיקה מנוקדת),ברקודים חדשים,מסמן בפועל
7290012697449,ביסקול,מפיץ נאופרם,BISCOL ESNTIAL קליאו קרם ידיים ורוד,ברקודים חדשים,
7290012760006,סולגר,סולגר,SUPHERB BIOTIKID 50ML,ברקודים חדשים,
7290012760228,סולגר,סולגר,SUPHERB CO Q10 S.GEL  BDZ,ברקודים חדשים,
7290012760266,סולגר,סולגר,SUPHERB V.D1000 DROPS 20M,ברקודים חדשים,
7290012760761,סולגר,סולגר,SUPHERB D1000 (90)    BDZ,ברקודים חדשים,
7290012760792,סולגר,סולגר,SUPHERB PRE-GENTLY    BDZ,ברקודים חדשים,
7290012760853,סולגר,סולגר,SUPHERB D400 20ML     BDZ,ברקודים חדשים,
7290012760907,סולגר,סולגר,SUPHERB CALC.600V.D  BDZ,ברקודים חדשים,
7290012771040,או - שמונה בייבי,או - שמונה בייבי,"קרם תפרחת חיתולים 120 מ""ל",ברקודים חדשים,
7290012771057,או - שמונה בייבי,או - שמונה בייבי,"שמפו אל דמע 200 מ""ל",ברקודים חדשים,
7290012884528,תפוגן,תפוגן,"טוגן טבעות בצל בד""צ 600 גרם",ברקודים חדשים,
7290012884986,תפוגן,תפוגן,"צ'יפס לתנור 1.5 ק""ג 4% שומן",ברקודים חדשים,
7290012931314,נועם אורים,המותג,המותג 3 סחבות בשקית,ברקודים חדשים,
7290012931840,נועם אורים,המותג,המותג: 9 מטליות,ברקודים חדשים,
7290012935770,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"תבלין לסטייק 1 ק""ג מעוקר",ברקודים חדשים,
7290012935855,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"ראס אל חנות מעוקר 1 ק""ג",ברקודים חדשים,
7290012935992,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"פילדלפיה 1ק""ג מעוקר",ברקודים חדשים,
7290012936333,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"קייג'ין לעוף 1 ק""ג מעוקר",ברקודים חדשים,
7290012936340,א.ל יצור תבלינים - תבליני מימון,מעוקרים,תבלין לעמבה מעוקר,ברקודים חדשים,
7290012936371,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"קינמון מעוקר 1 ק""ג",ברקודים חדשים,
7290012936524,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"פלפל יבש מתוק 1 ק""ג מעוקר",ברקודים חדשים,
7290012936548,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"שום גבישי 1 ק""ג מעוקר",ברקודים חדשים,
7290012936777,א.ל יצור תבלינים - תבליני מימון,מעוקרים,"רוזמרין 1 ק""ג מעוקר",ברקודים חדשים,
7290012936838,א.ל יצור תבלינים - תבליני מימון,תבלינים 100 גרם,הל טחון35 גרם,ברקודים חדשים,
7290012936890,א.ל יצור תבלינים - תבליני מימון,תבלינים 100 גרם,קצח 50 גרם,ברקודים חדשים,
7290012936906,א.ל יצור תבלינים - תבליני מימון,תבלינים 100 גרם,ציפורן שלם 25 גרם,ברקודים חדשים,
7290012936913,א.ל יצור תבלינים - תבליני מימון,תבלינים 100 גרם,סומק 40 גרם,ברקודים חדשים,
7290012936937,א.ל יצור תבלינים - תבליני מימון,תבלינים 100 גרם,בהרט 40 גרם,ברקודים חדשים,
7290012936944,א.ל יצור תבלינים - תבליני מימון,תבלינים 100 גרם,אגוז מוסקט טחון 40 גרם - חדש,ברקודים חדשים,
7290012983047,חצר כנרת,חצר כנרת,"סילאן 900 גרם בד""צ 34367 (מ.כחולה)",ברקודים חדשים,מסמן בפועל
7290012983153,חצר כנרת,חצר כנרת,סילאן טבעי בקבוק לחיץ 400 גרם עברית,ברקודים חדשים,מסמן בפועל
7290012983160,חצר כנרת,חצר כנרת,סילאן בקבוק לחיץ 400 גרם עברית,ברקודים חדשים,מסמן בפועל
7290012983269,חצר כנרת,חצר כנרת,סילאן 350 גרם עברית 34373,ברקודים חדשים,מסמן בפועל
7290012983276,חצר כנרת,חצר כנרת,סילאן 900 גרם עברית - 34372 (תמר כנרת),ברקודים חדשים,מסמן בפועל
7290012983320,חצר כנרת,חצר כנרת,מלית תמרים בגביע 450 גרם חתם סופר,ברקודים חדשים,מסמן בפועל
7290012983344,חצר כנרת,חצר כנרת,"מלית תמרים בגביע 450 גרם בד""ץ",ברקודים חדשים,מסמן בפועל
7290012983436,חצר כנרת,חצר כנרת,סילאן טבעי אורגני 400 גרם - כנרת,ברקודים חדשים,מסמן בפועל
7290012983610,חצר כנרת,חצר כנרת,כבוש תמרים 500 גר',ברקודים חדשים,מסמן בפועל
7290012983696,חצר כנרת,חצר כנרת,סילאן גריל בקבוק לחיץ 350 גרם,ברקודים חדשים,מסמן בפועל
7290012983702,חצר כנרת,חצר כנרת,סילאן שום-צ`ילי בקבוק לחיץ 350 גרם עברית,ברקודים חדשים,מסמן בפועל
7290012983719,חצר כנרת,חצר כנרת,סילאן חמוץ מתוק בקבוק לחיץ 400 גרם עברית,ברקודים חדשים,מסמן בפועל
7290012983726,חצר כנרת,חצר כנרת,סילאן חריף מתוק בקבוק לחיץ 400 גרם עברית,ברקודים חדשים,מסמן בפועל
7290013038005,טמפו,ג'אמפ,ג'אמפ תפוח 1.5 תריסר,ברקודים חדשים,
7290013038234,טמפו,א.נובה,מי נובה  2 ליטר שישייה,ברקודים חדשים,
7290013068361,שמן זית אליעד,שמן זית אליעד,"ש.זית כתית מעולה - קלאסי 750 מ""ל",ברקודים חדשים,
7290013068378,שמן זית אליעד,שמן זית אליעד,ש.זית כתית מעולה פח 2 ליטר - קלאסי,ברקודים חדשים,
7290013068682,שמן זית אליעד,שמן זית אליעד,"ש.זית כתית מעולה - פירותי מאוזן 750 מ""ל",ברקודים חדשים,
